Código de Distrito Completo,Distrito,Nome_Distrito,latitude,longitude,altitude,Código Município Completo
171884005,05,Sandolândia,,,,1718840
171886505,05,Santa Fé do Araguaia,,,,1718865
171888105,05,Santa Maria do Tocantins,,,,1718881
171889905,05,Santa Rita do Tocantins,,,,1718899
171890705,05,Santa Rosa do Tocantins,,,,1718907
171890710,10,Cangas,,,,1718907
171890715,15,Morro de São João,,,,1718907
171900405,05,Santa Tereza do Tocantins,,,,1719004
172000205,05,Santa Terezinha do Tocantins,,,,1720002
172010105,05,São Bento do Tocantins,,,,1720101
172015005,05,São Félix do Tocantins,,,,1720150
172020005,05,São Miguel do Tocantins,,,,1720200
172025905,05,São Salvador do Tocantins,,,,1720259
172030905,05,São Sebastião do Tocantins,,,,1720309
172049905,05,São Valério,,,,1720499
172065505,05,Silvanópolis,,,,1720655
172080405,05,Sítio Novo do Tocantins,,,,1720804
172085305,05,Sucupira,,,,1720853
172090305,05,Taguatinga,,,,1720903
172093705,05,Taipas do Tocantins,,,,1720937
172097805,05,Talismã,,,,1720978
172110905,05,Tocantínia,,,,1721109
172120805,05,Tocantinópolis,,,,1721208
172125705,05,Tupirama,,,,1721257
172130705,05,Tupiratins,,,,1721307
172208105,05,Wanderlândia,,,,1722081
172210705,05,Xambioá,,,,1722107
210005505,05,Açailândia,,,,2100055
210010505,05,Afonso Cunha,,,,2100105
210015405,05,Água Doce do Maranhão,,,,2100154
210020405,05,Alcântara,,,,2100204
210020410,10,São João de Cortes,,,,2100204
210030305,05,Aldeias Altas,,,,2100303
210040205,05,Altamira do Maranhão,,,,2100402
210043605,05,Alto Alegre do Maranhão,,,,2100436
210047705,05,Alto Alegre do Pindaré,,,,2100477
210050105,05,Alto Parnaíba,,,,2100501
210050110,10,Curupá,,,,2100501
210055005,05,Amapá do Maranhão,,,,2100550
210060005,05,Amarante do Maranhão,,,,2100600
210070905,05,Anajatuba,,,,2100709
210070910,10,Porto das Gabarras,,,,2100709
210080805,05,Anapurus,,,,2100808
210083205,05,Apicum-Açu,,,,2100832
210087305,05,Araguanã,,,,2100873
210090705,05,Araioses,,,,2100907
210095605,05,Arame,,,,2100956
210100405,05,Arari,,,,2101004
210100410,10,Bonfim do Arari,,,,2101004
210110305,05,Axixá,,,,2101103
210120205,05,Bacabal,,,,2101202
210125105,05,Bacabeira,,,,2101251
210130105,05,Bacuri,,,,2101301
210135005,05,Bacurituba,,,,2101350
210140005,05,Balsas,,,,2101400
210150905,05,Barão de Grajaú,,,,2101509
210160805,05,Barra do Corda,,,,2101608
210170705,05,Barreirinhas,,,,2101707
210177205,05,Bela Vista do Maranhão,,,,2101772
210173105,05,Belágua,,,,2101731
210180605,05,Benedito Leite,,,,2101806
210190505,05,Bequimão,,,,2101905
210193905,05,Bernardo do Mearim,,,,2101939
210197005,05,Boa Vista do Gurupi,,,,2101970
210200205,05,Bom Jardim,,,,2102002
210203605,05,Bom Jesus das Selvas,,,,2102036
210207705,05,Bom Lugar,,,,2102077
210210105,05,Brejo,,,,2102101
210215005,05,Brejo de Areia,,,,2102150
210220005,05,Buriti,,,,2102200
210230905,05,Buriti Bravo,,,,2102309
210230910,10,Bacatuba,,,,2102309
210232505,05,Buriticupu,,,,2102325
210235805,05,Buritirana,,,,2102358
210237405,05,Cachoeira Grande,,,,2102374
210240805,05,Cajapió,,,,2102408
210250705,05,Cajari,,,,2102507
210250710,10,Boa Vista do Pindaré,,,,2102507
210255605,05,Campestre do Maranhão,,,,2102556
210260605,05,Cândido Mendes,,,,2102606
210260610,10,Barão de Tromaí,,,,2102606
210260615,15,Estandarte,,,,2102606
210270505,05,Cantanhede,,,,2102705
210275405,05,Capinzal do Norte,,,,2102754
210280405,05,Carolina,,,,2102804
210290305,05,Carutapera,,,,2102903
210300005,05,Caxias,,,,2103000
210310905,05,Cedral,,,,2103109
210312505,05,Central do Maranhão,,,,2103125
210315805,05,Centro do Guilherme,,,,2103158
210317405,05,Centro Novo do Maranhão,,,,2103174
210320805,05,Chapadinha,,,,2103208
210325705,05,Cidelândia,,,,2103257
210330705,05,Codó,,,,2103307
210330710,10,Codozinho,,,,2103307
210330715,15,São Raimundo de Codó,,,,2103307
210340605,05,Coelho Neto,,,,2103406
210350505,05,Colinas,,,,2103505
210355405,05,Conceição do Lago-Açu,,,,2103554
210360405,05,Coroatá,,,,2103604
210370305,05,Cururupu,,,,2103703
210375205,05,Davinópolis,,,,2103752
210380205,05,Dom Pedro,,,,2103802
210390105,05,Duque Bacelar,,,,2103901
210400805,05,Esperantinópolis,,,,2104008
210405705,05,Estreito,,,,2104057
210407305,05,Feira Nova do Maranhão,,,,2104073
210408105,05,Fernando Falcão,,,,2104081
210409905,05,Formosa da Serra Negra,,,,2104099
210410705,05,Fortaleza dos Nogueiras,,,,2104107
210420605,05,Fortuna,,,,2104206
210430505,05,Godofredo Viana,,,,2104305
210430510,10,Aurizona,,,,2104305
210440405,05,Gonçalves Dias,,,,2104404
210450305,05,Governador Archer,,,,2104503
210455205,05,Governador Edison Lobão,,,,2104552
210460205,05,Governador Eugênio Barros,,,,2104602
210462805,05,Governador Luiz Rocha,,,,2104628
210465105,05,Governador Newton Bello,,,,2104651
210467705,05,Governador Nunes Freire,,,,2104677
210470105,05,Graça Aranha,,,,2104701
210480005,05,Grajaú,,,,2104800
210490905,05,Guimarães,,,,2104909
210500505,05,Humberto de Campos,,,,2105005
210510405,05,Icatu,,,,2105104
210510410,10,Itapera,,,,2105104
210515305,05,Igarapé do Meio,,,,2105153
210520305,05,Igarapé Grande,,,,2105203
210530205,05,Imperatriz,,,,2105302
210535105,05,Itaipava do Grajaú,,,,2105351
210540105,05,Itapecuru Mirim,,,,2105401
210542705,05,Itinga do Maranhão,,,,2105427
210545005,05,Jatobá,,,,2105450
210547605,05,Jenipapo dos Vieiras,,,,2105476
210550005,05,João Lisboa,,,,2105500
210560905,05,Joselândia,,,,2105609
210565805,05,Junco do Maranhão,,,,2105658
210570805,05,Lago da Pedra,,,,2105708
210580705,05,Lago do Junco,,,,2105807
210594805,05,Lago dos Rodrigues,,,,2105948
210590605,05,Lago Verde,,,,2105906
210592205,05,Lagoa do Mato,,,,2105922
210596305,05,Lagoa Grande do Maranhão,,,,2105963
210598905,05,Lajeado Novo,,,,2105989
210600305,05,Lima Campos,,,,2106003
210610205,05,Loreto,,,,2106102
210620105,05,Luís Domingues,,,,2106201
210630005,05,Magalhães de Almeida,,,,2106300
210630010,10,Custódio Lima,,,,2106300
210632605,05,Maracaçumé,,,,2106326
210635905,05,Marajá do Sena,,,,2106359
210637505,05,Maranhãozinho,,,,2106375
210640905,05,Mata Roma,,,,2106409
210650805,05,Matinha,,,,2106508
210660705,05,Matões,,,,2106607
210663105,05,Matões do Norte,,,,2106631
210667205,05,Milagres do Maranhão,,,,2106672
210670605,05,Mirador,,,,2106706
210670610,10,Ibipira,,,,2106706
210675505,05,Miranda do Norte,,,,2106755
210680505,05,Mirinzal,,,,2106805
210690405,05,Monção,,,,2106904
210700105,05,Montes Altos,,,,2107001
210710005,05,Morros,,,,2107100
210720905,05,Nina Rodrigues,,,,2107209
210725805,05,Nova Colinas,,,,2107258
210730805,05,Nova Iorque,,,,2107308
210735705,05,Nova Olinda do Maranhão,,,,2107357
210740705,05,Olho d'Água das Cunhãs,,,,2107407
210745605,05,Olinda Nova do Maranhão,,,,2107456
210750605,05,Paço do Lumiar,,,,2107506
210760505,05,Palmeirândia,,,,2107605
210770405,05,Paraibano,,,,2107704
210780305,05,Parnarama,,,,2107803
210780310,10,Brejo de São Félix,,,,2107803
210790205,05,Passagem Franca,,,,2107902
210800905,05,Pastos Bons,,,,2108009
210800910,10,Roçado,,,,2108009
210805805,05,Paulino Neves,,,,2108058
210810805,05,Paulo Ramos,,,,2108108
210820705,05,Pedreiras,,,,2108207
210820710,10,Marianópolis,,,,2108207
210825605,05,Pedro do Rosário,,,,2108256
210830605,05,Penalva,,,,2108306
210840505,05,Peri Mirim,,,,2108405
210845405,05,Peritoró,,,,2108454
210850405,05,Pindaré-Mirim,,,,2108504
210850410,10,Pimentel,,,,2108504
210860305,05,Pinheiro,,,,2108603
210860310,10,Roque,,,,2108603
210870205,05,Pio XII,,,,2108702
210880105,05,Pirapemas,,,,2108801
210890005,05,Poção de Pedras,,,,2108900
210900705,05,Porto Franco,,,,2109007
210905605,05,Porto Rico do Maranhão,,,,2109056
210910605,05,Presidente Dutra,,,,2109106
210920505,05,Presidente Juscelino,,,,2109205
210923905,05,Presidente Médici,,,,2109239
210927005,05,Presidente Sarney,,,,2109270
210930405,05,Presidente Vargas,,,,2109304
210940305,05,Primeira Cruz,,,,2109403
210945205,05,Raposa,,,,2109452
210950205,05,Riachão,,,,2109502
210955105,05,Ribamar Fiquene,,,,2109551
210960105,05,Rosário,,,,2109601
210970005,05,Sambaíba,,,,2109700
210975905,05,Santa Filomena do Maranhão,,,,2109759
210980905,05,Santa Helena,,,,2109809
210980910,10,Curva Grande,,,,2109809
210990805,05,Santa Inês,,,,2109908
211000505,05,Santa Luzia,,,,2110005
211003905,05,Santa Luzia do Paruá,,,,2110039
211010405,05,Santa Quitéria do Maranhão,,,,2110104
211020305,05,Santa Rita,,,,2110203
211023705,05,Santana do Maranhão,,,,2110237
211027805,05,Santo Amaro do Maranhão,,,,2110278
211030205,05,Santo Antônio dos Lopes,,,,2110302
211040105,05,São Benedito do Rio Preto,,,,2110401
211050005,05,São Bento,,,,2110500
211060905,05,São Bernardo,,,,2110609
211065805,05,São Domingos do Azeitão,,,,2110658
211070805,05,São Domingos do Maranhão,,,,2110708
211080705,05,São Félix de Balsas,,,,2110807
211085605,05,São Francisco do Brejão,,,,2110856
211090605,05,São Francisco do Maranhão,,,,2110906
211090610,10,Caraíba do Norte,,,,2110906
211090615,15,Ribeirão Azul,,,,2110906
211100305,05,São João Batista,,,,2111003
211102905,05,São João do Carú,,,,2111029
211105205,05,São João do Paraíso,,,,2111052
211107805,05,São João do Soter,,,,2111078
211110205,05,São João dos Patos,,,,2111102
211120105,05,São José de Ribamar,,,,2111201
211120110,10,Mata,,,,2111201
211125005,05,São José dos Basílios,,,,2111250
211130005,05,São Luís,,,,2111300
211140905,05,São Luís Gonzaga do Maranhão,,,,2111409
211150805,05,São Mateus do Maranhão,,,,2111508
211153205,05,São Pedro da Água Branca,,,,2111532
211157305,05,São Pedro dos Crentes,,,,2111573
211160705,05,São Raimundo das Mangabeiras,,,,2111607
211163105,05,São Raimundo do Doca Bezerra,,,,2111631
211167205,05,São Roberto,,,,2111672
211170605,05,São Vicente Ferrer,,,,2111706
211172205,05,Satubinha,,,,2111722
211174805,05,Senador Alexandre Costa,,,,2111748
211176305,05,Senador La Rocque,,,,2111763
211178905,05,Serrano do Maranhão,,,,2111789
211180505,05,Sítio Novo,,,,2111805
211190405,05,Sucupira do Norte,,,,2111904
211195305,05,Sucupira do Riachão,,,,2111953
211200105,05,Tasso Fragoso,,,,2112001
211210005,05,Timbiras,,,,2112100
211220905,05,Timon,,,,2112209
211220910,10,Buriti Cortado,,,,2112209
211223305,05,Trizidela do Vale,,,,2112233
211227405,05,Tufilândia,,,,2112274
211230805,05,Tuntum,,,,2112308
211230810,10,São Joaquim dos Melos,,,,2112308
211240705,05,Turiaçu,,,,2112407
211245605,05,Turilândia,,,,2112456
211250605,05,Tutóia,,,,2112506
211250610,10,Barro Duro,,,,2112506
211260505,05,Urbano Santos,,,,2112605
211270405,05,Vargem Grande,,,,2112704
211280305,05,Viana,,,,2112803
211285205,05,Vila Nova dos Martírios,,,,2112852
211290205,05,Vitória do Mearim,,,,2112902
211300905,05,Vitorino Freire,,,,2113009
211400705,05,Zé Doca,,,,2114007
220005305,05,Acauã,,,,2200053
220010305,05,Agricolândia,,,,2200103
220020205,05,Água Branca,,,,2200202
220025105,05,Alagoinha do Piauí,,,,2200251
220027705,05,Alegrete do Piauí,,,,2200277
220030105,05,Alto Longá,,,,2200301
220040005,05,Altos,,,,2200400
220045905,05,Alvorada do Gurguéia,,,,2200459
220050905,05,Amarante,,,,2200509
220060805,05,Angical do Piauí,,,,2200608
220070705,05,Anísio de Abreu,,,,2200707
220080605,05,Antônio Almeida,,,,2200806
220090505,05,Aroazes,,,,2200905
220095405,05,Aroeiras do Itaim,,,,2200954
220100205,05,Arraial,,,,2201002
220105105,05,Assunção do Piauí,,,,2201051
220110105,05,Avelino Lopes,,,,2201101
220115005,05,Baixa Grande do Ribeiro,,,,2201150
220117605,05,Barra D'Alcântara,,,,2201176
220120005,05,Barras,,,,2201200
220130905,05,Barreiras do Piauí,,,,2201309
220140805,05,Barro Duro,,,,2201408
220150705,05,Batalha,,,,2201507
220155605,05,Bela Vista do Piauí,,,,2201556
220157205,05,Belém do Piauí,,,,2201572
220160605,05,Beneditinos,,,,2201606
220170505,05,Bertolínia,,,,2201705
220173905,05,Betânia do Piauí,,,,2201739
220177005,05,Boa Hora,,,,2201770
220180405,05,Bocaina,,,,2201804
220190305,05,Bom Jesus,,,,2201903
220191905,05,Bom Princípio do Piauí,,,,2201919
220192905,05,Bonfim do Piauí,,,,2201929
220194505,05,Boqueirão do Piauí,,,,2201945
220196005,05,Brasileira,,,,2201960
220198805,05,Brejo do Piauí,,,,2201988
220200005,05,Buriti dos Lopes,,,,2202000
220202605,05,Buriti dos Montes,,,,2202026
220205905,05,Cabeceiras do Piauí,,,,2202059
220207505,05,Cajazeiras do Piauí,,,,2202075
220208305,05,Cajueiro da Praia,,,,2202083
220209105,05,Caldeirão Grande do Piauí,,,,2202091
220210905,05,Campinas do Piauí,,,,2202109
220211705,05,Campo Alegre do Fidalgo,,,,2202117
220213305,05,Campo Grande do Piauí,,,,2202133
220217405,05,Campo Largo do Piauí,,,,2202174
220220805,05,Campo Maior,,,,2202208
220225105,05,Canavieira,,,,2202251
220230705,05,Canto do Buriti,,,,2202307
220240605,05,Capitão de Campos,,,,2202406
220245505,05,Capitão Gervásio Oliveira,,,,2202455
220250505,05,Caracol,,,,2202505
220253905,05,Caraúbas do Piauí,,,,2202539
220255405,05,Caridade do Piauí,,,,2202554
220260405,05,Castelo do Piauí,,,,2202604
220265305,05,Caxingó,,,,2202653
220270305,05,Cocal,,,,2202703
220271105,05,Cocal de Telha,,,,2202711
220272905,05,Cocal dos Alves,,,,2202729
220273705,05,Coivaras,,,,2202737
220275205,05,Colônia do Gurguéia,,,,2202752
220277805,05,Colônia do Piauí,,,,2202778
220280205,05,Conceição do Canindé,,,,2202802
220285105,05,Coronel José Dias,,,,2202851
220290105,05,Corrente,,,,2202901
220300805,05,Cristalândia do Piauí,,,,2203008
220310705,05,Cristino Castro,,,,2203107
220320605,05,Curimatá,,,,2203206
220323005,05,Currais,,,,2203230
220327105,05,Curral Novo do Piauí,,,,2203271
220325505,05,Curralinhos,,,,2203255
220330505,05,Demerval Lobão,,,,2203305
220335405,05,Dirceu Arcoverde,,,,2203354
220340405,05,Dom Expedito Lopes,,,,2203404
220345305,05,Dom Inocêncio,,,,2203453
220342005,05,Domingos Mourão,,,,2203420
220350305,05,Elesbão Veloso,,,,2203503
220360205,05,Eliseu Martins,,,,2203602
220370105,05,Esperantina,,,,2203701
220375005,05,Fartura do Piauí,,,,2203750
220380005,05,Flores do Piauí,,,,2203800
220385905,05,Floresta do Piauí,,,,2203859
220390905,05,Floriano,,,,2203909
220400605,05,Francinópolis,,,,2204006
220410505,05,Francisco Ayres,,,,2204105
220415405,05,Francisco Macedo,,,,2204154
220420405,05,Francisco Santos,,,,2204204
220430305,05,Fronteiras,,,,2204303
220435205,05,Geminiano,,,,2204352
220440205,05,Gilbués,,,,2204402
220450105,05,Guadalupe,,,,2204501
220455005,05,Guaribas,,,,2204550
220460005,05,Hugo Napoleão,,,,2204600
220465905,05,Ilha Grande,,,,2204659
220470905,05,Inhuma,,,,2204709
220480805,05,Ipiranga do Piauí,,,,2204808
220490705,05,Isaías Coelho,,,,2204907
220500305,05,Itainópolis,,,,2205003
220510205,05,Itaueira,,,,2205102
220515105,05,Jacobina do Piauí,,,,2205151
220520105,05,Jaicós,,,,2205201
220525005,05,Jardim do Mulato,,,,2205250
220527605,05,Jatobá do Piauí,,,,2205276
220530005,05,Jerumenha,,,,2205300
220535905,05,João Costa,,,,2205359
220540905,05,Joaquim Pires,,,,2205409
220545805,05,Joca Marques,,,,2205458
220550805,05,José de Freitas,,,,2205508
220551605,05,Juazeiro do Piauí,,,,2205516
220552405,05,Júlio Borges,,,,2205524
220553205,05,Jurema,,,,2205532
220555705,05,Lagoa Alegre,,,,2205557
220557305,05,Lagoa de São Francisco,,,,2205573
220556505,05,Lagoa do Barro do Piauí,,,,2205565
220558105,05,Lagoa do Piauí,,,,2205581
220559905,05,Lagoa do Sítio,,,,2205599
220554005,05,Lagoinha do Piauí,,,,2205540
220560705,05,Landri Sales,,,,2205607
220570605,05,Luiz Correia,,,,2205706
220580505,05,Luzilândia,,,,2205805
220585405,05,Madeiro,,,,2205854
220590405,05,Manoel Emídio,,,,2205904
220595305,05,Marcolândia,,,,2205953
220600105,05,Marcos Parente,,,,2206001
220605005,05,Massapê do Piauí,,,,2206050
220610005,05,Matias Olímpio,,,,2206100
220620905,05,Miguel Alves,,,,2206209
220630805,05,Miguel Leão,,,,2206308
220635705,05,Milton Brandão,,,,2206357
220640705,05,Monsenhor Gil,,,,2206407
220650605,05,Monsenhor Hipólito,,,,2206506
220660505,05,Monte Alegre do Piauí,,,,2206605
220665405,05,Morro Cabeça no Tempo,,,,2206654
220667005,05,Morro do Chapéu do Piauí,,,,2206670
220669605,05,Murici dos Portelas,,,,2206696
220670405,05,Nazaré do Piauí,,,,2206704
220672005,05,Nazária,,,,2206720
220675305,05,Nossa Senhora de Nazaré,,,,2206753
220680305,05,Nossa Senhora dos Remédios,,,,2206803
220795905,05,Nova Santa Rita,,,,2207959
220690205,05,Novo Oriente do Piauí,,,,2206902
220695105,05,Novo Santo Antônio,,,,2206951
220700905,05,Oeiras,,,,2207009
220710805,05,Olho D'Água do Piauí,,,,2207108
220720705,05,Padre Marcos,,,,2207207
220730605,05,Paes Landim,,,,2207306
220735505,05,Pajeú do Piauí,,,,2207355
220740505,05,Palmeira do Piauí,,,,2207405
220750405,05,Palmeirais,,,,2207504
220755305,05,Paquetá,,,,2207553
220760305,05,Parnaguá,,,,2207603
220770205,05,Parnaíba,,,,2207702
220775105,05,Passagem Franca do Piauí,,,,2207751
220777705,05,Patos do Piauí,,,,2207777
220779305,05,Pau D'Arco do Piauí,,,,2207793
220780105,05,Paulistana,,,,2207801
220785005,05,Pavussu,,,,2207850
220790005,05,Pedro II,,,,2207900
220793405,05,Pedro Laurentino,,,,2207934
220800705,05,Picos,,,,2208007
220810605,05,Pimenteiras,,,,2208106
220820505,05,Pio IX,,,,2208205
220830405,05,Piracuruca,,,,2208304
220840305,05,Piripiri,,,,2208403
220850205,05,Porto,,,,2208502
220855105,05,Porto Alegre do Piauí,,,,2208551
220860105,05,Prata do Piauí,,,,2208601
220865005,05,Queimada Nova,,,,2208650
220870005,05,Redenção do Gurguéia,,,,2208700
220880905,05,Regeneração,,,,2208809
220885805,05,Riacho Frio,,,,2208858
220887405,05,Ribeira do Piauí,,,,2208874
220890805,05,Ribeiro Gonçalves,,,,2208908
220900505,05,Rio Grande do Piauí,,,,2209005
220910405,05,Santa Cruz do Piauí,,,,2209104
220915305,05,Santa Cruz dos Milagres,,,,2209153
220920305,05,Santa Filomena,,,,2209203
220930205,05,Santa Luz,,,,2209302
220937705,05,Santa Rosa do Piauí,,,,2209377
220935105,05,Santana do Piauí,,,,2209351
220940105,05,Santo Antônio de Lisboa,,,,2209401
220945005,05,Santo Antônio dos Milagres,,,,2209450
220950005,05,Santo Inácio do Piauí,,,,2209500
220955905,05,São Braz do Piauí,,,,2209559
220960905,05,São Félix do Piauí,,,,2209609
220965805,05,São Francisco de Assis do Piauí,,,,2209658
220970805,05,São Francisco do Piauí,,,,2209708
220975705,05,São Gonçalo do Gurguéia,,,,2209757
220980705,05,São Gonçalo do Piauí,,,,2209807
220985605,05,São João da Canabrava,,,,2209856
220987205,05,São João da Fronteira,,,,2209872
220990605,05,São João da Serra,,,,2209906
220995505,05,São João da Varjota,,,,2209955
220997105,05,São João do Arraial,,,,2209971
221000305,05,São João do Piauí,,,,2210003
221005205,05,São José do Divino,,,,2210052
221010205,05,São José do Peixe,,,,2210102
221020105,05,São José do Piauí,,,,2210201
221030005,05,São Julião,,,,2210300
221035905,05,São Lourenço do Piauí,,,,2210359
221037505,05,São Luis do Piauí,,,,2210375
221038305,05,São Miguel da Baixa Grande,,,,2210383
221039105,05,São Miguel do Fidalgo,,,,2210391
221040905,05,São Miguel do Tapuio,,,,2210409
221050805,05,São Pedro do Piauí,,,,2210508
221060705,05,São Raimundo Nonato,,,,2210607
221062305,05,Sebastião Barros,,,,2210623
221063105,05,Sebastião Leal,,,,2210631
221065605,05,Sigefredo Pacheco,,,,2210656
221070605,05,Simões,,,,2210706
221080505,05,Simplício Mendes,,,,2210805
221090405,05,Socorro do Piauí,,,,2210904
221093805,05,Sussuapara,,,,2210938
221095305,05,Tamboril do Piauí,,,,2210953
221097905,05,Tanque do Piauí,,,,2210979
221100105,05,Teresina,,,,2211001
221110005,05,União,,,,2211100
221120905,05,Uruçuí,,,,2211209
221130805,05,Valença do Piauí,,,,2211308
221135705,05,Várzea Branca,,,,2211357
221140705,05,Várzea Grande,,,,2211407
221150605,05,Vera Mendes,,,,2211506
221160505,05,Vila Nova do Piauí,,,,2211605
221170405,05,Wall Ferraz,,,,2211704
230010105,05,Abaiara,,,,2300101
230010120,20,São José,,,,2300101
230015005,05,Acarape,,,,2300150
230020005,05,Acaraú,,,,2300200
230020010,10,Aranaú,,,,2300200
230020030,30,Juritianha,,,,2300200
230020040,40,Lagoa do Carneiro,,,,2300200
230030905,05,Acopiara,,,,2300309
230030907,07,Barra do Ingá,,,,2300309
230030910,10,Ebron,,,,2300309
230030915,15,Isidoro,,,,2300309
230030920,20,Quincoê,,,,2300309
230030925,25,Santa Felícia,,,,2300309
230030930,30,Santo Antônio,,,,2300309
230030931,31,São Paulinho,,,,2300309
230030933,33,Solidão,,,,2300309
230030935,35,Trussu,,,,2300309
230040805,05,Aiuaba,,,,2300408
230040810,10,Barra,,,,2300408
230050705,05,Alcântaras,,,,2300507
230050710,10,Ventura,,,,2300507
